code,description
hhj2.,AFATINIB 20mg tablets
hhj3.,GIOTRIF 30mg tablets
hhj4.,AFATINIB 30mg tablets
hhj5.,GIOTRIF 40mg tablets
hhj6.,AFATINIB 40mg tablets
hhj7.,GIOTRIF 50mg tablets
hhj8.,AFATINIB 50mg tablets
h8N..,POMALIDOMIDE
h8N1.,IMNOVID 1mg capsules
h8N2.,POMALIDOMIDE 1mg capsules
h8N3.,IMNOVID 2mg capsules
h8N4.,POMALIDOMIDE 2mg capsules
h8N5.,IMNOVID 3mg capsules
h8N6.,POMALIDOMIDE 3mg capsules
h8N7.,IMNOVID 4mg capsules
h8N8.,POMALIDOMIDE 4mg capsules
hhH5.,REVLIMID 2.5mg capsules
hhHv.,LENALIDOMIDE 2.5mg capsules
j59w.,LEFLUNOMIDE 15mg tablets
hhk..,DABRAFENIB
hhk1.,TAFINLAR 50mg capsules
hhk2.,DABRAFENIB 50mg capsules
hhk3.,TAFINLAR 75mg capsules
hhk4.,DABRAFENIB 75mg capsules
dA4..,TERIFLUNOMIDE
dA41.,AUBAGIO 14mg tablets
dA42.,TERIFLUNOMIDE 14mg tablets
hhl..,TRASTUZUMAB EMTANSINE
hhl1.,KADCYLA 100mg powder for concentrate for soln for infusion
hhl2.,TRASTUZUMAB EMTANSINE 100mg pdr for conc for soln injection
hhl3.,KADCYLA 160mg powder for concentrate for soln for infusion
hhl4.,TRASTUZUMAB EMTANSINE 160mg pdr for conc for soln injection
dA5..,DIMETHYL FUMARATE
dA51.,TECFIDERA 120mg gastro-resistant capsules
dA52.,DIMETHYL FUMARATE 120mg gastro-resistant capsules
dA53.,TECFIDERA 240mg gastro-resistant capsules
dA54.,DIMETHYL FUMARATE 240mg gastro-resistant capsules
h8I5.,SIMPONI 100mg/1mL solution for injection prefilled pen
h8I6.,GOLIMUMAB 100mg/1mL solution for injection prefilled pen
hhb5.,INLYTA 3mg tablets
hhb6.,AXITINIB 3mg tablets
hhb7.,INLYTA 7mg tablets
hhb8.,AXITINIB 7mg tablets
h83N.,PERIXIS 500micrograms capsules
h83O.,PERIXIS 1mg capsules
h83P.,PERIXIS 5mg capsules
hhQ6.,AFINITOR 2.5mg tablets
h8F4.,ROACTEMRA 162mg/0.9mL soln for injection prefilled syringe
h8Fw.,TOCILIZUMAB 162mg/0.9mL soln for injection prefilled syringe
h8O..,SILTUXIMAB
h8O1.,SYLVANT 100mg powder for concentrate for soln for infusion
h8O2.,SILTUXIMAB 100mg powder for conc for solution for injection
h8O3.,SYLVANT 400mg powder for concentrate for soln for infusion
h8O4.,SILTUXIMAB 400mg powder for conc for solution for injection
h3GF.,METOJECT PEN 7.5mg/0.15mL soln for injection prefilled pen
h3GG.,METHOTREXATE 7.5mg/0.15mL soln for injection prefilled pen
h3GH.,METOJECT PEN 10mg/0.2mL solution for injection prefilled pen
h3GI.,METHOTREXATE 10mg/0.2mL solution for injection prefilled pen
h3GJ.,METOJECT PEN 12.5mg/0.25mL soln for injection prefilled pen
h3GK.,METHOTREXATE 12.5mg/0.25mL soln for injection prefilled pen
h3GL.,METOJECT PEN 15mg/0.3mL solution for injection prefilled pen
h3GM.,METHOTREXATE 15mg/0.3mL solution for injection prefilled pen
h3GN.,METOJECT PEN 17.5mg/0.35mL soln for injection prefilled pen
h3GO.,METHOTREXATE 17.5mg/0.35mL soln for injection prefilled pen
h3GP.,METOJECT PEN 20mg/0.4mL solution for injection prefilled pen
h3GQ.,METHOTREXATE 20mg/0.4mL solution for injection prefilled pen
h3GR.,METOJECT PEN 22.5mg/0.45mL soln for injection prefilled pen
h3GS.,METHOTREXATE 22.5mg/0.45mL soln for injection prefilled pen
h3GT.,METOJECT PEN 25mg/0.5mL solution for injection prefilled pen
h3GU.,METHOTREXATE 25mg/0.5mL solution for injection prefilled pen
h3GV.,METOJECT PEN 27.5mg/0.55mL soln for injection prefilled pen
h3GW.,METHOTREXATE 27.5mg/0.55mL soln for injection prefilled pen
h3GX.,METOJECT PEN 30mg/0.6mL solution for injection prefilled pen
h3GY.,METHOTREXATE 30mg/0.6mL solution for injection prefilled pen
hhn..,IDELALISIB
hhn1.,ZYDELIG 100mg tablets
hhn2.,IDELALISIB 100mg tablets
hhn3.,ZYDELIG 150mg tablets
hhn4.,IDELALISIB 150mg tablets
ha3V.,PLEGRIDY 63mcg/0.5mL+94mcg/0.5mL soln for inj pen pack
ha3W.,PEGINTERFERON BETA-1A 63mcg/0.5mL+94mcg/0.5mL inj pen pack
ha3X.,PLEGRIDY 125micrograms/0.5mL soln for inj prefilled pen
ha3Y.,PEGINTERFERON BETA-1A 125micrograms/0.5mL soln for inj pen
h83Q.,ENVARSUS 750micrograms m/r tablets
h83R.,ENVARSUS 1mg m/r tablets
h83S.,ENVARSUS 4mg m/r tablets
h83s.,TACROLIMUS 750micrograms m/r tablets
h83r.,TACROLIMUS 1mg m/r tablets
h83q.,TACROLIMUS 4mg m/r tablets
h71A.,AZAPRESS 50mg tablets
hho..,RAMUCIRUMAB
hho1.,CYRAMZA 100mg/10mL concentrate for solution for infusion
hho2.,CYRAMZA 500mg/50mL concentrate for solution for infusion
hho4.,RAMUCIRUMAB 500mg/50mL solution for injection
hho3.,RAMUCIRUMAB 100mg/10mL solution for injection
hhp..,IBRUTINIB
hhp1.,IMBRUVICA 140mg capsules
hhq..,NINTEDANIB
hhq1.,VARGATEF 100mg capsules
hhq2.,VARGATEF 150mg capsules
hhq3.,NINTEDANIB 100mg capsules
hhq4.,NINTEDANIB 150mg capsules
h14c.,CYCLOPHOSPHAMIDE 2g powder for solution for injection
hhr..,CABOZANTINIB
hhr1.,COMETRIQ 20mg capsules
hhr2.,COMETRIQ 20mg+80mg capsules
hhr3.,CABOZANTINIB 20mg capsules
hhp2.,IBRUTINIB 140mg capsules
h8Q..,APREMILAST
h8Q1.,OTEZLA 30mg tablets
h8Q2.,APREMILAST 30mg tablets
h8Q3.,OTEZLA 10mg+20mg+30mg tablets initiation pack
h8Q4.,APREMILAST 10mg+20mg+30mg tablets initiation pack
hhr4.,CABOZANTINIB 20mg+80mg capsules
h8B2.,INFLECTRA 100mg powder for concentrate for soln for infusion
h8B3.,REMSIMA 100mg powder for concentrate for soln for infusion
hhQ7.,CERTICAN 0.25mg tablets
hhQ8.,EVEROLIMUS 250micrograms tablets
hhQ9.,CERTICAN 0.5mg tablets
hhQA.,EVEROLIMUS 500micrograms tablets
hhQB.,CERTICAN 0.75mg tablets
hhQC.,EVEROLIMUS 750micrograms tablets
h8C3.,ORENCIA 125mg/1mL solution for injection prefilled pen
h8C4.,ABATACEPT 125mg/1mL solution for injection prefilled pen
h83T.,ADOPORT 0.75mg capsules
h83p.,TACROLIMUS 750micrograms capsules
h83U.,ADOPORT 2mg capsules
h83o.,TACROLIMUS 2mg capsules
hhs..,OLAPARIB
hhs1.,LYNPARZA 50mg capsules
hhs2.,OLAPARIB 50mg capsules
hht..,NIVOLUMAB
hht1.,OPDIVO 40mg/4mL concentrate for solution for infusion
hht2.,OPDIVO 100mg/10mL concentrate for solution for infusion
hht4.,NIVOLUMAB 100mg/10mL solution for injection
hht3.,NIVOLUMAB 40mg/4mL solution for injection
hhu..,LENVATINIB
hhu1.,LENVIMA 4mg capsules
hhu2.,LENVATINIB 4mg capsules
hhu3.,LENVIMA 10mg capsules
hhu4.,LENVATINIB 10mg capsules
hhv..,PEMBROLIZUMAB
hhv1.,KEYTRUDA 50mg powder for concentrate for soln for infusion
hhv2.,PEMBROLIZUMAB 50mg powder for solution for injection
h5C4.,FLUDARABINE PHOSPHATE 50mg/2mL solution for injection
h56w.,MITOXANTRONE 10mg/5mL solution for injection
hhw..,CERITINIB
hhw1.,ZYKADIA 150mg capsules
hhw2.,CERITINIB 150mg capsules
dA13.,COPAXONE 40mg/1mL solution for injection prefilled syringe
dA1x.,GLATIRAMER ACETATE 40mg/1mL soln for inj prefilled syringe
h3GZ.,METHOTREXATE 2mg/mL oral solution
hhx..,CARFILZOMIB
hhx1.,KYPROLIS 60mg powder for solution for infusion
hhx2.,CARFILZOMIB 60mg powder for solution for injection
hhy..,BLINATUMOMAB
hhy1.,BLINCYTO 38.5mcg pdr for concentrate for soln for infusion
hhy2.,BLINATUMOMAB 38.5micrograms powder for soln for injection
hhz..,TRAMETINIB
hhz1.,MEKINIST 0.5mg tablets
hhz3.,MEKINIST 2mg tablets
hhz2.,TRAMETINIB 500micrograms tablets
hhz4.,TRAMETINIB 2mg tablets
hi...,OTHER ANTINEOPLASTIC AGENTS(2)
hi1..,COBIMETINIB
hi11.,COTELLIC 20mg tablets
hi12.,COBIMETINIB 20mg tablets
h3C5.,PEMETREXED 100mg/4mL solution for injection
h3C6.,PEMETREXED 500mg/20mL solution for injection
h3C7.,PEMETREXED 1000mg/40mL solution for injection
